,Identifier,Company Name,Country of Exchange,Exchange Name,TRBC Economic Sector Name,Total Assets,ROA ,Total Current Assets,Total Debt,Total Equity,"Property/Plant/Equipment, Total - Net",Cash from Operating Activities,Cash from Financing Activities,Cash from Investing Activities,Price To Book Value Per Share ,Depreciation,Total Current Liabilities,Retained Earnings ,Cash and Short Term Investments,Cash Dividend Paid,Company Market Cap,Shares Held By Strategic Investors,Free Cash Flow,Total Revenue,"Accounts Receivable - Trade, Net",Accounts Payable,Total Common Shares Outstanding,TRBC Economic Sector Name,TRBC Business Sector Name,Price close,EBIT
615,TRA.HM,Traphaco JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Healthcare,"1,650,825,590,930.00",13.50%,"1,010,170,000,950.00","78,989,529,160.00","1,079,271,712,440.00","542,055,177,870.00","346,284,803,830.00","-202,420,422,560.00","-132,432,678,720.00",3.08,"81,763,560,140.00","433,820,800,270.00","131,469,156,760.00","416,388,080,820.00","136,986,422,560.00","3,780,289,247,999.99","18,824,384.00","117,533,750,720.00","1,908,870,012,280.00","157,703,546,540.00","144,624,067,100.00","41,450,540.00",Healthcare,Pharmaceuticals & Medical Research,"13,900.00","11,683,714,630.00"
616,L61.HN,Lilama 69-1 JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"815,411,297,280.00",0.00%,"717,593,835,550.00","328,539,439,300.00","147,584,908,530.00","74,949,415,450.00","38,486,456,940.00","-30,259,675,790.00","-4,563,636,450.00",0.43,"17,342,499,330.00","662,683,247,290.00","3,394,272,940.00","33,051,104,890.00",0,"62,882,460,000.00","4,963,434.00","17,453,538,840.00","664,731,190,270.00","98,753,342,350.00","130,528,277,890.00","7,576,200.00",Industrials,Industrial & Commercial Services,"37,400.00","1,947,666,973,440.00"
617,MKV.HN,Cai Lay Veterinary Pharmaceutical JSC,Vietnam,HANOI STOCK EXCHANGE,Healthcare,"108,565,539,500.00",7.20%,"59,905,539,650.00","24,506,611,950.00","67,716,105,340.00","47,800,486,080.00","-2,456,584,330.00","7,673,505,920.00","-5,879,758,860.00",1.06,"8,378,958,160.00","39,349,434,170.00","17,646,242,210.00","9,069,292,960.00",,"69,500,000,000.00","3,833,421.00","15,907,451,080.00","121,759,392,400.00","17,553,689,290.00","5,636,759,560.00","5,000,000.00",Healthcare,Pharmaceuticals & Medical Research,"43,700.00","146,342,305,910.00"
618,HSG.HM,Hoa Sen Group,Vietnam,HOCHIMINH STOCK EXCHANGE,Basic Materials,"26,618,030,002,940.00",19.40%,"18,655,160,349,590.00","6,836,050,534,120.00","10,815,877,886,900.00","7,103,139,080,670.00","1,496,076,448,500.00","-1,284,535,109,820.00","-295,658,168,390.00",1.71,"1,185,959,400,850.00","14,372,246,601,420.00","5,633,071,186,570.00","520,800,574,350.00","307,131,950.00","18,456,222,910,400.00","112,081,428.00","5,022,289,596,570.00","48,726,522,233,740.00","4,306,813,863,530.00","4,293,881,185,240.00","493,481,900.00",Basic Materials,Mineral Resources,"18,300.00","1,690,997,150.00"
619,VGS.HN,Vietnam Germany Steel Pipe JSC,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"2,080,303,590,610.00",6.80%,"1,486,204,543,940.00","518,019,627,680.00","833,025,768,650.00","421,304,294,890.00","205,815,594,560.00","76,362,768,790.00","-250,527,334,630.00",2.27,"16,071,533,740.00","1,121,183,964,880.00","285,464,402,960.00","55,640,847,460.00","42,136,047,750.00","1,840,276,439,300.00","27,316,417.00","-148,429,207,710.00","6,683,587,084,300.00","727,950,604,420.00","547,167,248,610.00","42,111,590.00",Basic Materials,Mineral Resources,"19,839.74","24,874,735,220.00"
620,BST.HN,Binh Thuan Books and Equipment JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Cyclicals,"21,148,479,320.00",7.70%,"20,061,605,940.00","342,630,720.00","14,344,787,680.00","513,004,580.00","-1,022,431,250.00","-1,078,768,340.00","4,324,887,580.00",1.4,,"6,803,691,640.00","1,453,254,510.00","6,351,087,510.00","1,100,000,000.00","20,130,000,000.00","654,022.00","535,991,870.00","68,694,789,610.00","5,590,499,840.00","4,532,203,690.00","1,100,000.00",Consumer Cyclicals,Cyclical Consumer Services,"13,300.00","-1,921,303,070,000.00"
621,PJC.HN,Petrolimex Ha Noi Transportation and Trading JSC,Vietnam,HANOI STOCK EXCHANGE,Energy,"194,116,162,960.00",9.80%,"63,473,232,650.00",0,"130,500,953,540.00","116,310,412,540.00","44,315,098,080.00","-37,707,821,180.00","844,569,320.00",1.19,"44,975,499,510.00","47,615,696,380.00","20,753,289,930.00","17,297,449,720.00","11,052,146,580.00","164,855,880,000.00","289,692.00","54,750,677,150.00","788,349,275,000.00","32,393,573,020.00","9,149,092,050.00","7,326,860.00",Energy,Energy - Fossil Fuels,"14,200.00","-8,646,451,420.00"
622,HAG.HM,Hoang Anh Gia Lai JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Non-Cyclicals,"18,439,684,991,000.00",0.50%,"7,051,853,577,000.00","8,286,414,620,000.00","4,486,683,640,000.00","6,181,927,683,000.00","-640,276,028,000.00","-667,254,346,000.00","1,288,677,213,000.00",2.52,"862,716,568,000.00","6,754,505,795,000.00","-4,467,100,553,000.00","78,298,037,000.00",,"12,334,410,463,900.00","328,782,366.00","-220,475,509,000.00","2,097,418,366,000.00","-913,268,658,000.00","359,479,015,000.00","927,399,280.00",Consumer Non-Cyclicals,Food & Beverages,"70,000.00","190,411,817,670.00"
623,PVG.HN,Petro Vietnam LPG JSC,Vietnam,HANOI STOCK EXCHANGE,Energy,"1,840,159,269,210.00",0.90%,"1,261,081,597,450.00",0,"495,966,467,240.00","305,223,135,790.00","443,880,878,450.00","-50,111,758,250.00","-72,426,989,520.00",1.05,"45,045,071,060.00","1,214,410,608,710.00","27,424,787,540.00","759,610,753,900.00","111,758,250.00","518,300,000,000.00","18,749,581.00","58,406,580,660.00","4,079,425,418,440.00","314,888,662,360.00","1,150,109,153,060.00","36,500,000.00",Energy,Energy - Fossil Fuels,"17,500.00","2,676,735,970.00"
624,SVI.HM,Bien Hoa Packaging JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Basic Materials,"1,160,046,781,790.00",8.20%,"848,185,094,000.00","115,421,129,170.00","633,862,352,650.00","175,876,757,590.00","120,609,246,520.00","-105,660,828,920.00","17,208,590,770.00",1.44,"43,951,536,400.00","512,959,631,180.00","351,308,565,820.00","199,396,811,450.00","25,664,874,000.00","898,270,590,000.00","12,076,607.00","102,179,664,720.00","1,837,182,624,530.00","424,979,438,980.00","345,765,970,530.00","12,832,440.00",Basic Materials,Applied Resources,"34,500.00","25,373,286,920.00"
625,QTC.HN,Quang Nam Transportation Construction JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"70,593,512,560.00",5.20%,"51,677,804,380.00","7,070,179,260.00","42,628,222,560.00","9,932,065,720.00","-10,103,136,060.00","3,020,179,260.00","4,717,445,220.00",1.04,"1,904,035,380.00","26,929,621,460.00","4,280,798,680.00","6,496,264,790.00","4,050,000,000.00","47,250,000,000.00","490,824.00","-777,765,940.00","138,844,694,890.00","27,916,961,140.00","9,312,133,820.00","2,700,000.00",Industrials,Industrial & Commercial Services,"53,567.09","148,909,039,050.00"
626,VCC.HN,Vinaconex 25 JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"995,966,376,210.00",0.80%,"939,974,178,670.00","257,748,947,350.00","150,659,130,030.00","41,845,783,930.00","50,979,053,290.00","-47,908,102,760.00","-3,155,246,800.00",2.81,"15,108,891,760.00","827,878,246,180.00","7,888,866,710.00","40,128,512,470.00","17,933,545,000.00","414,000,000,000.00","8,354,095.00","-2,671,414,820.00","862,843,340,990.00","523,467,550,950.00","239,933,390,010.00","12,000,000.00",Industrials,Industrial & Commercial Services,"13,476.47","6,248,133,260.00"
627,SEB.HN,Mien Trung Power Investment and Development JSC,Vietnam,HANOI STOCK EXCHANGE,Utilities,"749,966,089,850.00",28.90%,"142,347,505,820.00","161,144,762,460.00","423,737,666,530.00","530,881,437,070.00","206,491,627,920.00","-174,511,760,900.00","9,106,967,570.00",5.22,"43,420,804,370.00","54,307,007,540.00","103,543,275,460.00","89,672,184,670.00","105,514,260,900.00","1,759,998,295,000.00","27,617,888.00","101,840,781,790.00","305,427,281,250.00","44,299,845,420.00","5,780,699,950.00","31,999,970.00",Utilities,Utilities,"27,000.00","104,176,313,240.00"
628,QST.HN,Quang Ninh Book and Educational Equipment JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Cyclicals,"78,215,350,610.00",7.30%,"22,462,618,000.00","18,690,000,000.00","40,425,067,270.00","45,796,506,430.00","4,494,562,100.00","4,982,842,050.00","-9,943,501,220.00",1.17,,"37,690,283,340.00","5,818,786,970.00","5,996,546,960.00","2,916,000,000.00","46,980,000,000.00","507,009.00","-4,653,241,560.00","137,037,203,690.00","3,405,457,290.00","7,784,909,260.00","3,240,000.00",Consumer Cyclicals,Retailers,"44,700.00","628,780,148,330.00"
629,VHL.HN,Viglacera Ha Long JSC,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"1,101,908,668,780.00",3.70%,"543,288,513,170.00","134,443,732,930.00","653,528,096,440.00","439,138,084,250.00","71,614,702,940.00","-140,686,092,030.00","5,017,539,660.00",1.06,"83,709,097,070.00","410,475,774,470.00","82,773,721,660.00","77,596,631,660.00","53,950,816,510.00","675,000,000,000.00","12,930,498.00","71,173,277,260.00","1,635,956,783,360.00","-14,088,713,750.00","89,529,480,320.00","25,000,000.00",Basic Materials,Mineral Resources,"14,900.00","371,380,981,920.00"
630,NBB.HM,577 Investment Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"4,490,728,677,520.00",7.90%,"1,845,736,184,820.00","1,189,521,877,410.00","1,925,681,891,350.00","1,782,974,065,400.00","-846,279,570,360.00","796,036,462,900.00","12,932,540,150.00",2.33,"8,872,297,240.00","2,192,820,129,920.00","617,623,974,320.00","30,190,337,090.00",,"4,477,142,836,500.00","65,568,532.00","292,358,834,300.00","565,231,601,940.00","268,697,884,420.00","85,351,910,000.00","128,204,540.00",Real Estate,Real Estate,"95,656.47","1,504,867,929,300.00"
631,HLC.HN,Vinacomin Ha Lam Coal JSC,Vietnam,HANOI STOCK EXCHANGE,Energy,"3,096,773,826,390.00",2.10%,"904,044,822,000.00","1,880,234,074,730.00","342,678,582,280.00","1,922,038,500,020.00","751,368,293,970.00","-593,117,222,140.00","-155,789,842,840.00",1.24,"598,466,392,050.00","1,357,886,577,230.00","69,625,673,080.00","5,211,759,520.00","3,708,834,680.00","378,686,465,100.00","18,870,722.00","508,552,028,750.00","3,229,008,910,600.00","446,741,702,360.00","340,624,697,170.00","25,415,200.00",Energy,Energy - Fossil Fuels,"15,800.00","430,232,300.00"
632,PNJ.HM,Phu Nhuan Jewelry JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Cyclicals,"10,619,016,547,120.00",10.80%,"9,292,192,238,420.00","2,721,930,701,140.00","6,012,633,980,250.00","289,932,558,010.00","-722,367,231,510.00","703,754,580,030.00","-48,167,290,630.00",3.91,"75,118,429,220.00","4,563,002,409,510.00","1,949,653,810,880.00","355,454,838,960.00","177,376,257,050.00","21,872,663,360,600.00","60,445,133.00","865,480,140,170.00","19,547,058,364,830.00","57,925,857,760.00","680,447,298,100.00","227,366,560.00",Consumer Cyclicals,Cyclical Consumer Products,"22,300.00","3,930,177,000,000.00"
633,ICG.HN,Song Hong Construction JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"300,104,815,200.00",4.20%,"179,719,047,480.00",0,"284,136,625,130.00","50,575,352,350.00","-52,194,786,870.00","-8,751,106,380.00","84,676,609,530.00",1,"3,400,672,550.00","15,966,621,820.00","45,596,179,860.00","94,110,642,700.00","8,751,106,380.00","277,637,600,000.00","6,491,557.00","6,301,303,760.00","4,299,806,170.00","4,410,900,670.00","6,304,027,020.00","17,572,000.00",Industrials,Industrial & Commercial Services,"56,000.00","48,657,085,230.00"
634,SHB.HM,Sai Gon Ha Noi Commercial Joint Stock Bank,Vietnam,HOCHIMINH STOCK EXCHANGE,Financials,"506,604,328,000,000.00",1.10%,,"53,107,065,000,000.00","35,531,665,000,000.00","536,194,000,000.00","17,690,349,000,000.00","6,738,501,000,000.00","-199,689,000,000.00",1.85,,,"4,784,017,000,000.00",,"933,000,000.00","59,471,281,569,900.00","341,584,178.00","4,871,822,000,000.00",,,"7,687,455,000,000.00","2,666,873,610.00",Financials,Banking & Investment Services,"45,500.00","1,316,386,990,940.00"
635,HVT.HN,Viet Tri Chemical JSC,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"517,398,730,690.00",,"303,968,194,940.00","89,183,330,890.00","283,623,865,870.00","420,466,810,070.00","67,883,988,570.00","-40,244,417,100.00","-40,415,872,380.00",2.32,,"207,596,438,560.00","76,769,098,080.00","220,499,595,910.00",,"615,331,304,000.00","9,017,447.00",,"818,691,726,450.00","247,188,785,770.00","71,208,229,830.00",,Basic Materials,Chemicals,"22,500.00","-42,003,128,250.00"
636,HCM.HM,Ho Chi Minh City Securities Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Financials,"24,369,103,140,720.00",6.20%,"24,186,710,802,910.00","15,039,870,130,240.00","7,325,252,922,790.00","36,674,849,870.00","-3,070,489,995,170.00","10,087,629,426,780.00","-25,488,308,480.00",3.55,"24,220,188,550.00","17,043,850,217,930.00","1,230,314,760,380.00","9,570,571,007,090.00","365,961,498,390.00","20,803,143,679,500.00","203,978,966.00","779,832,762,770.00","4,460,112,837,810.00",,"1,551,194,100.00","457,211,950.00",Financials,Banking & Investment Services,"16,800.00","4,701,786,820.00"
637,VC1.HN,Construction JSC N0 1,Vietnam,HANOI STOCK EXCHANGE,Industrials,"834,290,706,780.00",0.80%,"769,560,018,910.00","116,425,196,710.00","245,959,214,970.00","14,739,007,990.00","22,397,387,530.00","-18,281,036,020.00","287,899,060.00",1.12,"3,618,042,140.00","587,944,251,800.00","55,852,444,180.00","13,784,581,420.00",,"270,000,000,000.00","6,641,939.00","9,108,405,650.00","307,821,852,490.00","320,904,447,140.00","196,260,526,430.00","12,000,000.00",Industrials,Industrial & Commercial Services,"10,700.00","3,818,700,330.00"
638,ECI.HN,Education Cartography and Illustration JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Cyclicals,"47,983,073,000.00",10.40%,"46,791,484,550.00",0,"35,262,022,560.00","77,059,950.00","3,557,950,340.00","-527,967,230.00","2,581,922,630.00",0.81,"59,412,580.00","12,721,050,450.00","14,012,856,120.00","26,988,669,680.00","527,967,230.00","29,568,000,000.00","1,091,498.00","4,262,461,030.00","60,095,896,290.00","14,602,909,860.00","3,588,771,030.00","1,760,000.00",Consumer Cyclicals,Cyclical Consumer Services,"51,500.00","197,164,382,860.00"
639,DZM.HN,Dzi An Mechanoelectric JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"121,449,838,100.00",-7.00%,"79,241,771,970.00","26,414,400,000.00","46,257,499,900.00","19,379,460,530.00","5,041,962,300.00","-4,217,099,470.00","-637,679,830.00",1.17,"3,883,437,930.00","75,192,338,200.00","-41,328,287,460.00","864,117,390.00",,"57,737,039,500.00","1,385,680.00","-5,770,012,030.00","44,503,990,440.00","30,690,291,030.00","24,712,656,620.00","5,395,990.00",Industrials,Industrial Goods,"33,289.49","1,271,852,915,820.00"
640,TMP.HM,Thac Mo Hydropower JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Utilities,"1,989,804,149,030.00",18.10%,"751,957,819,830.00","456,972,120,080.00","1,360,491,963,180.00","936,321,844,500.00","348,635,143,000.00","-388,691,172,780.00","66,766,580,860.00",2.9,"88,757,742,260.00","152,005,540,490.00","368,515,403,880.00","524,051,265,770.00","510,298,353,130.00","3,604,999,999,999.99","66,211,778.00","-215,456,448,460.00","748,341,669,600.00","176,592,712,530.00","30,506,889,560.00","70,000,000.00",Utilities,Utilities,"56,000.00","-5,782,079,071,310.04"
641,SHS.HN,Saigon Hanoi Securities JSC,Vietnam,HANOI STOCK EXCHANGE,Financials,"10,910,883,600,020.00",15.70%,"10,839,040,649,740.00","3,848,000,000,000.00","6,055,579,667,730.00","12,379,402,980.00","-3,144,819,653,170.00","3,152,068,460,890.00","-8,289,312,790.00",2.56,"2,554,072,130.00","4,204,719,054,420.00","1,943,090,259,570.00","4,055,348,718,530.00","248,991,902,610.00","16,458,410,366,200.00","34,392,528.00","1,136,805,511,650.00","2,895,317,648,410.00","-425,539,669,650.00",0,"315,045,590.00",Financials,Banking & Investment Services,"78,800.00","24,751,106,000,000.00"
642,BVH.HM,BaoViet Holdings,Vietnam,HOCHIMINH STOCK EXCHANGE,Financials,"169,504,122,977,010.00",1.30%,,"2,773,596,242,730.00","21,190,545,798,930.00","1,416,004,027,390.00","12,321,652,024,710.00","538,911,696,810.00","-14,286,697,023,410.00",1.95,"148,020,567,300.00",,"5,053,059,281,010.00",,"687,434,838,730.00","41,570,074,783,999.90","483,732,354.00","1,304,527,514,470.00","37,578,260,176,010.00",,"2,427,860,701,130.00","742,322,760.00",Financials,Insurance,"8,900.00","13,226,873,180.00"
643,VCB.HM,Joint Stock Commercial Bank for Foreign Trade of Viet Nam,Vietnam,HOCHIMINH STOCK EXCHANGE,Financials,"1,414,672,587,000,000.00",1.60%,,"32,569,708,000,000.00","109,030,280,000,000.00","5,552,624,000,000.00","-56,552,473,000,000.00","-1,886,298,000,000.00","-1,589,936,000,000.00",3.41,,,"66,606,568,000,000.00",,"1,886,298,000,000.00","372,922,305,794,798.00","4,256,569,406.00","19,842,419,000,000.00",,,"9,326,334,000,000.00","4,732,521,950.00",Financials,Banking & Investment Services,"33,900.00","21,786,032,000,000.00"
644,HOM.HN,Vicem Hoang Mai Cement JSC,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"1,422,927,059,450.00",0.10%,"637,720,100,900.00","163,694,333,810.00","949,897,217,300.00","592,009,316,310.00","216,530,170,520.00","-37,120,016,580.00","-44,858,700,770.00",0.68,"129,748,693,650.00","458,528,021,870.00","3,057,090,900.00","179,796,711,340.00",,"640,779,805,900.00","53,140,880.00","82,201,021,450.00","1,838,900,687,680.00","198,406,352,180.00","197,194,405,840.00","71,997,730.00",Basic Materials,Mineral Resources,"12,600.00","-15,798,788,190.00"
645,CTG.HM,Vietnam Joint Stock Commercial Bank for Industry and Trade,Vietnam,HOCHIMINH STOCK EXCHANGE,Financials,"1,531,587,398,000,000.00",1.00%,,"97,791,189,000,000.00","92,954,739,000,000.00","6,192,822,000,000.00","5,401,509,000,000.00","-21,267,000,000.00","-648,143,000,000.00",1.72,,,"21,488,131,000,000.00",,"21,267,000,000.00","162,914,945,645,100.00","4,115,317,296.00","14,465,778,000,000.00",,,"16,867,319,000,000.00","4,805,750,610.00",Financials,Banking & Investment Services,"87,208.07","436,540,902,200.00"
646,AAM.HM,Mekong Fisheries JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Non-Cyclicals,"201,087,507,680.00",0.10%,"163,042,481,780.00",0,"194,326,489,820.00","6,261,629,370.00","45,312,490,420.00","-7,583,127,200.00","-2,287,699,240.00",0.69,"2,562,494,170.00","5,544,333,270.00","-1,774,626,020.00","67,947,255,380.00",0,"131,684,893,200.00","7,426,924.00","2,677,692,910.00","134,110,305,240.00","4,409,306,800.00","1,573,049,600.00","10,451,180.00",Consumer Non-Cyclicals,Food & Beverages,"13,000.00","72,601,599,080.00"
647,DHC.HM,DongHai of Bentre JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Basic Materials,"2,401,062,351,350.00",20.50%,"1,170,473,262,000.00","370,769,353,810.00","1,696,891,010,130.00","1,206,663,412,690.00","154,272,512,960.00","-172,422,233,820.00","-85,761,524,180.00",3.75,,"704,171,341,220.00","702,861,523,870.00","142,226,489,290.00","108,009,832,500.00","6,229,503,647,000.00","34,263,746.00","422,675,158,270.00","4,164,330,534,550.00","655,177,616,760.00","305,301,684,880.00","69,994,420.00",Basic Materials,Applied Resources,"18,500.00","37,213,580,200.00"
648,MDC.HN,Vinacomin Mong Duong Coal JSC,Vietnam,HANOI STOCK EXCHANGE,Energy,"1,189,111,511,060.00",2.30%,"312,398,420,920.00","478,712,897,830.00","261,269,942,110.00","549,021,286,900.00","288,556,083,480.00","-174,355,130,170.00","-112,839,610,120.00",1.11,"136,777,097,650.00","613,454,086,960.00","43,236,334,330.00","4,338,527,260.00","12,720,271,830.00","278,438,498,000.00","17,572,337.00","41,419,364,590.00","2,318,093,785,740.00","79,200,120,610.00","280,759,191,920.00","21,418,350.00",Energy,Energy - Fossil Fuels,"42,916.67","465,803,141,340.00"
649,NBP.HN,NinhBinh Thermal Power JSC,Vietnam,HANOI STOCK EXCHANGE,Utilities,"336,649,211,290.00",7.80%,"253,795,418,110.00",0,"267,121,621,420.00","79,070,717,210.00","48,819,120,410.00","-19,271,837,280.00","-366,422,720.00",0.89,"12,962,050,880.00","69,527,589,870.00","29,823,419,700.00","55,890,536,830.00","19,271,837,280.00","238,011,750,000.00","11,483,140.00","18,727,850,730.00","843,757,767,050.00","139,633,586,990.00","34,416,004,290.00","12,865,500.00",Utilities,Utilities,"18,900.00","228,573,345,250.00"
650,CTS.HM,VietinBank Securities JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Financials,"6,685,686,401,840.00",7.10%,"6,610,378,958,760.00","4,100,407,343,340.00","1,811,808,740,760.00","7,581,642,430.00","-1,635,592,112,420.00","1,949,400,704,320.00","846,858,280.00",2.82,"9,398,698,150.00","4,796,207,530,560.00","655,765,382,250.00","4,354,130,592,090.00",,"4,931,622,108,899.99","86,925,500.00","394,509,071,720.00","1,067,253,362,040.00","-5,501,790,380.00","987,636,760.00","106,399,610.00",Financials,Banking & Investment Services,"59,700.00","202,628,124,450.00"
651,CSM.HM,Southern Rubber Industry JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Cyclicals,"4,153,312,769,340.00",1.10%,"2,803,430,323,460.00","2,277,277,613,950.00","1,257,302,210,530.00","1,199,942,311,190.00","-271,428,353,420.00","206,728,352,770.00","-8,758,987,050.00",1.54,"208,961,705,920.00","2,663,650,367,390.00","51,428,114,190.00","78,941,457,050.00","50,672,896,880.00","1,958,517,451,800.00","53,177,476.00","178,174,613,150.00","4,839,507,659,690.00","679,243,587,890.00","283,674,031,410.00","103,625,260.00",Consumer Cyclicals,Automobiles & Auto Parts,"23,465.00","63,335,255,290.00"
652,D2D.HM,Industrial Urban Development JSC No 2,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"1,786,012,429,440.00",12.80%,"861,452,280,570.00",0,"1,096,995,503,330.00","149,087,271,450.00","-371,298,400,190.00","-105,625,017,000.00","457,841,145,010.00",1.71,"18,599,948,720.00","94,204,191,470.00","626,576,420,590.00","554,642,505,760.00","105,625,017,000.00","1,806,506,597,400.00","18,106,951.00","76,548,780,800.00","472,312,468,760.00","81,988,178,020.00","2,191,168,440.00","30,259,740.00",Real Estate,Real Estate,"78,164.70","26,099,595,950.00"
653,EID.HN,Ha Noi Education Development And Investment JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Cyclicals,"505,398,960,770.00",10.10%,"427,158,159,220.00","14,606,710,260.00","330,214,161,600.00","2,650,061,350.00","63,706,779,850.00","-54,946,737,730.00","15,194,195,190.00",1.06,"6,485,374,110.00","171,387,911,810.00","56,013,832,460.00","196,937,671,010.00","18,102,000,000.00","370,500,000,000.00","860,599.00","31,876,008,890.00","778,829,498,560.00","59,470,717,950.00","65,938,711,920.00","15,000,000.00",Consumer Cyclicals,Cyclical Consumer Services,"10,883.93","27,990,976,000.00"
654,VNT.HN,Van Cargoes and Foreign Trade Logistics JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"792,028,101,060.00",1.50%,"617,505,422,720.00","284,292,643,310.00","198,253,423,460.00","36,492,116,230.00","20,493,041,070.00","14,302,547,940.00","-20,080,925,100.00",5.54,"4,915,131,440.00","527,585,336,290.00","12,103,915,710.00","235,648,847,240.00",0,"941,973,516,000.00","10,942,970.00","13,873,836,340.00","2,544,345,801,880.00","351,660,539,940.00","253,008,495,750.00","11,893,610.00",Industrials,Transportation,"21,273.22","52,317,931,980.00"
655,KMT.HN,Central Vietnam Metal Corp,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"761,703,035,640.00",1.60%,"683,767,844,840.00","559,537,644,330.00","135,854,641,310.00","15,001,699,180.00","-41,618,253,370.00","38,329,163,130.00","-5,876,308,800.00",0.79,"1,972,478,100.00","625,848,394,330.00","21,241,949,800.00","8,164,124,170.00","15,445,290.00","113,235,463,000.00","8,259,824.00","12,992,357,830.00","2,523,925,376,490.00","598,157,796,660.00","37,589,666,620.00","9,846,560.00",Basic Materials,Mineral Resources,"71,300.00","278,999,701,170.00"
656,SED.HN,Phuong Nam Education Investment and Development JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Cyclicals,"496,962,491,080.00",8.60%,"392,385,799,740.00","95,012,270,720.00","259,312,785,180.00","52,534,676,280.00","-25,994,778,460.00","15,515,340,130.00","-2,537,750,500.00",0.82,,"232,088,814,850.00","31,751,784,310.00","66,795,281,730.00","12,980,520,000.00","211,397,040,000.00","4,432,200.00","24,685,186,480.00","685,345,141,680.00","101,030,423,230.00","94,769,858,690.00","9,271,800.00",Consumer Cyclicals,Cyclical Consumer Services,"25,786.23","19,020,766,790.00"
657,PHR.HM,Phuoc Hoa Rubber JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Cyclicals,"6,027,084,467,660.00",8.20%,"2,738,366,419,370.00","417,746,183,860.00","2,988,671,825,110.00","2,274,166,154,100.00","254,574,574,880.00","-858,127,119,910.00","315,001,162,420.00",3.22,"112,800,965,020.00","1,191,719,829,400.00","291,150,299,490.00","2,037,134,097,300.00","636,152,698,680.00","9,661,092,817,400.00","98,748,068.00","-130,361,104,510.00","1,945,434,625,350.00","64,118,729,950.00","49,962,374,220.00","135,499,200.00",Consumer Cyclicals,Automobiles & Auto Parts,"8,300.00","-9,073,946,590.00"
658,VNL.HM,Vinalink International Freight Forwarders,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"405,913,533,700.00",9.30%,"317,473,377,890.00",0,"218,948,752,560.00","19,346,579,000.00","1,159,816,150.00","-13,500,000,000.00","5,039,858,500.00",0.94,"2,539,057,700.00","144,602,481,150.00","113,998,752,560.00","56,488,935,000.00","13,500,000,000.00","239,400,000,000.00","1,653,820.00","26,583,675,860.00","1,464,037,245,330.00","247,051,533,950.00","100,755,963,210.00","9,000,000.00",Industrials,Transportation,"96,700.00","346,017,773,460.00"
659,BKC.HN,BacKan Mineral Joint Stock Corp,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"422,438,123,030.00",2.30%,"318,820,620,290.00","197,688,265,900.00","136,426,944,220.00","80,004,557,050.00","22,668,852,530.00","1,751,216,960.00","-12,677,410,350.00",1.04,"18,256,625,230.00","276,011,178,810.00","-13,577,302,580.00","13,307,451,380.00",,"97,423,142,400.00","3,945,879.00","14,581,513,820.00","377,971,840,360.00","174,985,973,010.00","49,856,871,240.00","11,737,730.00",Basic Materials,Mineral Resources,"26,332.58","14,876,884,970.00"
